#,title,author,category,read?,audio?,language,# Pages,Location,Audible,Chicago?,Cincinnati?,Boston?,Milton?,Date Bought,Date Read,Time on TBR (days),Time on TBR (years),
,The War On Sex,David M. Halperin & Trevor Hoppe,Gender Studies,No,No,English,464,Chicago,No,No,No,No,No,"July 1, 2019",N/A,N/A,N/A,
,King Lear,William Shakespeare,Play,No,Yes,English,261,Chicago,Yes!,Rec,Yes,Yes,Yes,"July 30, 2022",N/A,N/A,N/A,
1,Prince Of The Sorrows,Kellen Graves,Gay Fantasy,No,No,English,359,Boston,No,!,Yes,Yes,No,"July 9, 2023",N/A,N/A,N/A,
,Below The Edge Of Darkness,Dr. Edith Widder,Science,Yes,Yes,English,302,Boston,Yes,Rec,Yes,Yes,!,"December 28, 2021","December 5, 2022",342,0.9369863014,
3,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,Mystery,Yes,Yes,English,563,Boston,Yes,Yes,Yes,Yes,Yes,"April 25, 2020","April 12, 2023",1082,2.964383562,
,Songs Of Irie, Asha Ashanti Bromfield,Gay Fiction,No,Yes,English,377,Boston,Yes,Rec,Yes,Yes,Rec,"November 4, 2023",N/A,N/A,N/A,
,Mao's Last Dancer,Li Cunxin,China,Yes,Yes,English,492,Chicago,Yes!,!,Yes,Yes,No,"October 17, 2019","November 30, 2019",44,0.1205479452,
5,Self-Made Boys,Anna-Marie McLemore,Gay Fiction,Yes,Yes,English,304,Boston,Yes,Rec,Yes,Yes,Yes,"December 5, 2022","December 29, 2022",24,0.06575342466,
,China,Edward Rutherfurd,Historical Fiction,No,Yes,English,764,Chicago,Yes,Yes,Yes,Yes,Yes,"July 13, 2020",N/A,N/A,N/A,
,The Last Castle,Denise Kiernan,History,No,Yes,English,303,Chicago,Yes,No,No,No,No,"October 17, 2019",N/A,N/A,N/A,
,Children Of Ash And Elm,Niel Price,History,Yes,Yes,English,509,Boston,Yes,Rec,Yes,Yes,!,"October 5, 2022","November 27, 2022",53,0.1452054795,
2,Harrow The Ninth,Tamsyn Muir,Gay Fantasy,Yes,Yes,English,512,Boston,Yes,Yes,Yes,Yes,Yes,"March 13, 2021","March 23, 2021",10,0.02739726027,
,Nothing But Blackened Teeth,Cassandra Khaw,Horror,No,Yes,English,124,Boston,Yes,Rec,Yes,Yes,Yes,"July 19, 2023",N/A,N/A,N/A,
1,Foundryside,Robert Jackson Bennett,Gay Fantasy,No,Yes,English,503,Boston,Yes,Rec,Yes,Yes,Rec,"July 8, 2023",N/A,N/A,N/A,
,Cheaper By The Dozen,Frank B. Gilbreth & Ernestine Gilbreth Carey,Memior,Yes,Yes,English,292,Chicago,Yes,Yes,Yes,Yes,Yes,"March 4, 2021","March 4, 2021",0,0,
,Solomon's Crown,Natasha Siegel,Gay Fiction,No,Yes,English,341,Boston,Yes,Rec,Yes,Yes,Rec,"April 17, 2023",N/A,N/A,N/A,
,57 Practical Programs & Games In Basic,Ken Tracton,Coding,Yes,No,English,204,Boston,No,!,Yes,Yes,No,"June 2, 2021","June 2, 2021",0,0,
5,Lore Olympus Vol 5,Rachel Smythe,Fantasy,No,No,English,368,Boston,No,!,Yes,Yes,No,"October 3, 2023",N/A,N/A,N/A,
2,Little Mushroom: Revelations,Shisi,Danmei,No,No,English,398,Boston,No,!,Yes,Yes,No,"May 14, 2023",N/A,N/A,N/A,
,All That She Carried,Tiya Miles,Race Relations,Yes,Yes,English,304,Boston,Yes,Yes,Yes,Yes,Yes,"May 6, 2022","April 6, 2023",335,0.9178082192,
,The Bluest Eye,Toni Morrison,Classic,No,Yes,English,206,Chicago,Yes,Yes,Yes,Yes,Yes,"May 5, 2021",N/A,N/A,N/A,
,All Madrid,Fisa Escudo De Oro,Travel,No,No,English,115,Chicago,No,!,Yes,Yes,No,"July 20, 2015",N/A,N/A,N/A,
,Old Possum's Book Of Practical Cats,T.S. Eliot,Poetry,No,Yes,English,59,Chicago,Yes,Rec,Rec,!,!,"July 30, 2022",N/A,N/A,N/A,
,The Valley Of Amazement,Amy Tan,Historical Fiction,No,Yes,English,589,Chicago,Yes,No,No,No,No,"July 30, 2022",N/A,N/A,N/A,
,El Escorial,Jean-Francois Lasnier,Travel,Yes,No,English,64,Chicago,No,!,Yes,Yes,No,"July 20, 2015","January 11, 2022",2367,6.484931507,
,Male And Female,Margaret Mead,Anthropology,No,No,English,360,Chicago,No,!,Yes,Yes,No,"July 1, 2019",N/A,N/A,N/A,
,Mediocre,Ijeoma Oluo,Modern History,No,Yes,English,278,Boston,Yes,Yes,Yes,Yes,Yes,"October 24, 2022",N/A,N/A,N/A,
,Unnatural Selection,Mara Hvistendahl,Science,Yes,Yes,English,262,Chicago,Yes!,No,No,No,No,"July 7, 2021","March 18, 2022",254,0.695890411,
2,Girls Of Storm And Shadow,Natasha Ngan,Gay Fantasy,Yes,Yes,English,397,Chicago,Yes,Rec,Yes,Yes,!,"May 23, 2022","July 19, 2022",57,0.1561643836,
1,Lion's Legacy,L.C. Rosen,Gay Fantasy,No,No,English,,Boston,No,Rec,Rec,Yes,Yes,"December 6, 2023",N/A,N/A,N/A,
,When Montezuma Met Cortes,Matthew Restall,Native Americans,No,Yes,English,354,Boston,Yes!,Rec,Rec,Yes,!,"July 1, 2019",N/A,N/A,N/A,
,The Zookeeper's Wife,Diane Ackerman,WWII,No,Yes,English,323,Chicago,Yes!,Yes,Yes,Yes,Yes,"October 17, 2019",N/A,N/A,N/A,
2,The Grandmaster Of Demonic Cultivation The Manhua Vol 2,Mo Xiang Tong Xiu,Danmei,Yes,No,English,213,Boston,No,No,No,No,No,"June 7, 2023","June 11, 2023",4,0.01095890411,
,Victoria,Daisy Goodwin,Historical Fiction,No,Yes,English,404,Chicago,Yes,Rec,Yes,Yes,Rec,"July 20, 2015",N/A,N/A,N/A,
,The Fabric Of The Cosmos,Brian Greene,Science,No,Yes,English,493,Chicago,Yes,Rec,Yes,Yes,!,"July 1, 2019",N/A,N/A,N/A,
3,Queen Of The Damned,Anne Rice,Fantasy,No,Yes,English,491,Chicago,Yes,Rec,Yes,Yes,Yes,"November 15, 2020",N/A,N/A,N/A,
,Braiding Sweetgrass,Robin Wall Kimmerer,Science,Yes,Yes,English,384,Boston,Yes!,Yes,Yes,Yes,Yes,"November 13, 2022","June 19, 2023",218,0.597260274,
1,Claimed By The Orc Prince,Lionel Hart,Gay Fantasy,No,Yes,English,225,Boston,Yes,Rec,Rec,Rec,Rec,"January 15, 2024",N/A,N/A,N/A,
,Sitting Bull,Robert M. Utley,Native Americans,No,No,English,314,Chicago,No,!,Yes,Yes,No,"July 20, 2019",N/A,N/A,N/A,
,The Girls Of Atomic City,Denise Kiernan,WWII,Yes,Yes,English,315,Chicago,Yes!,No,No,No,No,"October 17, 2019","November 12, 2019",26,0.07123287671,
4,The Scum Villain's Self-Saving System Vol 4,Mo Xiang Tong Xiu,Danmei,Yes,No,English,373,Boston,No,No,No,No,No,"November 2, 2022","June 10, 2023",220,0.602739726,
5,Murtagh,Christopher Paolini,Fantasy,No,Yes,English,680,Boston,Yes,Rec,Yes,Yes,Yee,"November 21, 2023",N/A,N/A,N/A,
,Passing ,Nella Larsen,Classic,No,Yes,English,94,Boston,Yes,Rec,Yes,Yes,Yes,"August 12, 2023",N/A,N/A,N/A,
,The Chandler Legacies,Abdi Nazemian,Gay Fiction,Yes,Yes,English,322,Boston,Yes,Rec,Yes,Yes,Rec,"June 23, 2023","June 30, 2023",7,0.01917808219,
,Bloody Mary,Carolly Erickson,History,No,Yes,English,484,Chicago,Yes,!,Yes,Yes,No,"July 30, 2022",N/A,N/A,N/A,
,Walking Cincinnati,Danny Korman & Katie Meyer,Travel,No,No,English,245,Chicago,No,No,No,No,No,"January 1, 2016",N/A,N/A,N/A,
,The Race To The Sun,Rebecca Roanhorse,Fantasy,Yes,Yes,English,298,Boston,Yes,Yes,Yes,Yes,Yes,"April 7, 2022","November 13, 2022",220,0.602739726,
,Volta,Many,Theatre,Yes,No,English,63,Chicago,No,No,No,No,No,"July 1, 2019","July 1, 2019",0,0,
2,A Desolation Called Peace,Arkady Martine,Gay Fantasy,Yes,Yes,English,478,Boston,Yes,Rec,Yes,Yes,Yes,"January 31, 2023","July 30, 2023",180,0.4931506849,
,The Beautiful Ones,Silvia Moreno-Garcia,Fantasy,No,Yes,English,292,Boston,Yes,Yes,Yes,Yes,!,"April 7, 2022",N/A,N/A,N/A,
,Yes means Yes,Jaclyn Friedman & Jessica Valenti,Textbook,Yes,No,English,319,Chicago,No,No,No,No,No,"September 1, 2019","September 1, 2019",0,0,
2,A Case Of Possession,K.J. Charles,Gay Fantasy,Yes,Yes,English,182,Boston,Yes!,!,Yes,Yes,No,"May 26, 2023","June 26, 2023",31,0.08493150685,
,Charming Young Man,Eliot Schrefer,Gay Fiction,Yes,Yes,English,274,Boston,Yes,Rec,Yes,Rec,Rec,"October 14, 2023","December 15, 2023",62,0.1698630137,
,Baha'i Prayers,Many,Religion,Yes,No,English,28,Chicago,No,!,Yes,Yes,No,"January 13, 2020","January 13, 2020",0,0,
,Court Of The Vampire Queen,Katee Robert,Gay Fantasy,Yes,Yes,English,476,Boston,Yes!,!,Yes,Yes,No,"April 25, 2023","June 8, 2023",44,0.1205479452,
,Santa Anna Of Mexico,Will Fowler,History,No,No,English,368,Boston,No,!,Yes,Yes,No,"October 1, 2022",N/A,N/A,N/A,
,After The Forest,Kell Woods,Fantasy,No,Yes,English,467,Boston,Yes,Rec,Yes,Rec,Yes,"October 25, 2023",N/A,N/A,N/A,
1,The Coven Of Ruin,T.K. Tucker,Gay Fantasy,No,No,English,429,Boston,No,No,No,No,No,"July 6, 2023",N/A,N/A,N/A,
1,To Shape A Dragon's Breath,Moniquill Blackgoose,Gay Fantasy,No,Yes,English,511,Boston,Yes,Rec,Yes,Yes,Rec,"June 5, 2023",N/A,N/A,N/A,
,The Long Pursuit,Roy Morris Jr.,Civil War,Yes,No,English,217,Chicago,No,No,No,No,No,"July 20, 2020","July 7, 2022",717,1.964383562,
,Abriendo Puertas,Bowen y Bowen,Classic,Yes,Yes,Spanish,638,Chicago,Yes,!,Yes,Yes,No,"September 1, 2016","September 1, 2016",0,0,
,Tchaikovsy In America,Elkhonin Yoffe,American History,No,No,English,205,Chicago,No,!,Yes,Yes,No,"July 28, 2022",N/A,N/A,N/A,
2,Maus II,Art Spiegelman,WWII,Yes,No,English,136,Chicago,No,!,Yes,Yes,No,"October 17, 2019","October 17, 2019",0,0,
,Seven Skeletons,Lydia Pyne,Anthropology,No,Yes,English,246,Chicago,Yes,Rec,Yes,Yes,!,"February 20, 2020",N/A,N/A,N/A,
,Oliver Twist,Charles Dickens,Classic,Yes,Yes,English,506,Chicago,Yes,Rec,Yes,Yes,Yes,"February 20, 2020","July 28, 2020",159,0.4356164384,
,Delicious Monsters,Liselle Sambury,Horror,No,Yes,English,,Boston,Yes,Rec,Yes,Yes,Yes,"January 15, 2024",N/A,N/A,N/A,
,Machinehood,S.B. Divya,Science Fiction,Yes,Yes,English,401,Chicago,Yes,Rec,Yes,Yes,!,"March 22, 2022","May 25, 2022",64,0.1753424658,
,Phoenix Extravagant,Yoon Ha Lee,Gay Fantasy,Yes,Yes,English,353,Chicago,Yes,Rec,Yes,Yes,Rec,"June 27, 2022","June 18, 2023",356,0.9753424658,
,The First Emperor Of China,Arthur Cotterell,China,No,No,English,208,Chicago,No,No,No,No,No,"October 15, 2020",N/A,N/A,N/A,
,Great American Short Stories,Many,Classic,No,Yes,English,782,Chicago,Yes,!,Yes,Yes,No,"July 1, 2019",N/A,N/A,N/A,
,Emma,Jane Austen,Classic,Yes,Yes,English,448,Chicago,Yes!,Rec,Yes,Yes,Yes,"January 1, 2016","January 1, 2016",0,0,No
1,Raybearer,Jordan Ifueko,Fantasy,No,Yes,English,343,Boston,Yes,Rec,Yes,Yes,Yes,"May 3, 2022",N/A,N/A,N/A,
3,MaddAddam,Margaret Atwood,Science Fiction,Yes,Yes,English,390,Chicago,Yes,Rec,Yes,Yes,!,"July 13, 2022","July 31, 2022",18,0.04931506849,
1,The Steel Remains,Richard K. Morgan,Gay Fantasy,No,Yes,English,416,Boston,Yes,Rec,Yes,!,Rec,"April 28, 2023",N/A,N/A,N/A,
,Down Comes The Night,Allison Salt,Gay Fantasy,No,Yes,English,383,Boston,Yes,Rec,Yes,Yes,Rec,"January 14, 2024",N/A,N/A,N/A,
1,Silent Hearts,Jing Shui Bian,Danmei,No,No,English,285,Boston,No,!,Yes,Yes,No,"July 20, 2023",N/A,N/A,N/A,
,Battle Hymn Of The Tiger Mother,Amy Chua,China,No,Yes,English,229,Chicago,Yes,!,Yes,Yes,No,"July 28, 2022",N/A,N/A,N/A,
,Oceans Of Grain,Scott Reynolds Nelson,History,No,No,English,277,Chicago,No,!,Yes,Yes,No,"July 13, 2022",N/A,N/A,N/A,
,Spear,Nicola Griffith,Gay Fantasy,No,Yes,English,167,Boston,Yes,Yes,Yes,Yes,Yes,"March 12, 2023",N/A,N/A,N/A,
,Flags Of Our Fathers,James Bradley,WWII,No,Yes,English,538,Chicago,Yes,Rec,Yes,Yes,!,"July 1, 2019",N/A,N/A,N/A,
,Chinese Society And Culture,Yao Baorong & Wei Zhou,China,Yes,No,English,479,Chicago,No,!,Yes,Yes,No,"October 17, 2019","February 5, 2020",111,0.304109589,
,The Jungle,Upton Sinclair,Classic,Yes,Yes,English,373,Chicago,Yes!,Yes,Yes,Yes,Yes,"October 17, 2019","October 17, 2019",0,0,
,Be Drag Fabulous,Queen Lagrande,Gender Studies,No,No,English,122,Chicago,No,!,Yes,Yes,No,"July 14, 2022",N/A,N/A,N/A,
,Lore,Alexandra Bracken,Fantasy,No,Yes,English,466,Boston,Yes,Rec,Yes,Yes,Yes,"October 10, 2022",N/A,N/A,N/A,
,Mao the Unknown Story,Jung Chang,China,No,Yes,English,621,Chicago,Yes,!,Yes,Yes,No,"February 20, 2020",N/A,N/A,N/A,
,The Ugly Renaissance,Alexander Lee,History,No,Yes,English,354,Chicago,Yes,Rec,Rec,Yes,!,"July 1, 2019",N/A,N/A,N/A,
,Between The World And Me,Ta-Nehisi Coates,Race Relations,Yes,Yes,English,152,Boston,Yes,Yes,Yes,Yes,Yes,"June 18, 2022","March 5, 2023",260,0.7123287671,No
,The Fell Of Dark,Caleb Roehrig,Gay Fantasy,No,Yes,English,363,Boston,Yes,No,No,No,No,"August 31, 2023",N/A,N/A,N/A,
,Linux Pocket Guide,Daniel J. Barrnett,Coding,Yes,No,English,248,Chicago,No,!,Yes,Yes,No,"December 25, 2019","December 25, 2019",0,0,
,Baba,Belle Yang,China,Yes,No,English,208,Chicago,No,!,Yes,Yes,No,"November 9, 2021","February 2, 2022",85,0.2328767123,
,How Much Of These Hills Is Gold,C. Pam Zhang,Historical Fiction,No,Yes,English,320,Boston,Yes,Yes,Yes,Yes,Yes,"July 5, 2023",N/A,N/A,N/A,
,All That Consumes Us,Erica Waters,Gay Fiction,No,Yes,English,400,Boston,Yes,Rec,Yes,Yes,Rec,"October 17, 2023",N/A,N/A,N/A,
,The Dew Breaker,Edwidge Danticat,Historical Fiction,Yes,Yes,English,242,Boston,Yes,Rec,Rec,Yes,!,"July 2, 2022","May 5, 2023",307,0.8410958904,
1,Jade City,Fonda Lee,Fantasy,Yes,Yes,English,495,Boston,Yes,Rec,Yes,Yes,Rec,"May 23, 2022","June 30, 2023",403,1.104109589,
,The Chinese,Jasper Becker,China,No,No,English,377,Chicago,No,No,No,No,No,"October 17, 2019",N/A,N/A,N/A,
8,Heaven Official's Blessing Vol 8,Mo Xiang Tong Xiu,Danmei,No,No,English,323,Boston,No,!,Yes,Yes,No,"November 29, 2023",N/A,N/A,N/A,
,"The Fork, The Witch, And The Worm",Christopher Paolini,Fantasy,No,Yes,English,269,Boston,Yes,Yes,Yes,Yes,Yes,"March 9, 2022",N/A,N/A,N/A,
,Difficult Women,Roxane Gay,Fiction,No,Yes,English,258,Boston,Yes,!,Yes,Yes,No,"July 20, 2020",N/A,N/A,N/A,
5,Heaven Official's Blessing Vol 5,Mo Xiang Tong Xiu,Danmei,No,No,English,410,Boston,No,!,Yes,Yes,No,"December 21, 2022",N/A,N/A,N/A,
,The Art Of Language Invention,David J. Peterson,Textbook,Yes,No,English,265,Chicago,No,No,No,No,No,"February 1, 2019","February 1, 2019",0,0,
1,The Ivory Key,Akshaya Raman,Gay Fantasy,No,Yes,English,372,Boston,Yes,Rec,Yes,Yes,Yes,"November 25, 2023",N/A,N/A,N/A,
,The Prado Guide,"Philip Sutton, Laura Suffield, & Jenny Dodman",Art,No,No,English,463,Chicago,No,No,No,No,No,"July 20, 2015",N/A,N/A,N/A,No
,The Catalogue of Shipwrecked Books,Edward Wilson-Lee,History,No,Yes,English,339,Chicago,Yes,Rec,Yes,Yes,!,"July 20, 2020",N/A,N/A,N/A,
,A Scatter Of Light,Malinda Lo,Gay Fiction,No,Yes,English,324,Boston,Yes,Yes,Yes,Yes,Yes,"August 31, 2023",N/A,N/A,N/A,
,Sex With Presidents,Eleanor Herman,American History,No,Yes,English,384,Chicago,Yes,Rec,Rec,Yes,Rec,"December 25, 2021",N/A,N/A,N/A,
,The End Of Men,Christina Sweeney-Baird,Science Fiction,No,Yes,English,387,Boston,Yes,Rec,Yes,Yes,Yes,"February 25, 2023",N/A,N/A,N/A,
2,So Many Beginnings,Bethany C. Morrow,Fiction,No,Yes,English,288,Boston,Yes,Rec,Yes,Yes,Yes,"August 12, 2023",N/A,N/A,N/A,
,Trust,Hernan Diaz,Science Fiction,No,Yes,English,402,Boston,Yes,Yes,Yes,Yes,Yes,"November 21, 2023",N/A,N/A,N/A,
,Survival Chinesee,Boye Lafayette De Mente,Language,Yes,No,English,158,Chicago,No,!,Yes,Yes,No,"November 15, 2020","November 15, 2020",0,0,
,Herc,Phoenicia Rogerson,Gay Fantasy,No,Yes,English,369,Boston,Yes,Rec,Yes,Yes,Rec,"October 30, 2023",N/A,N/A,N/A,
,Indigo,Catherine E. McKinley,History,No,Yes,English,231,Boston,Yes,!,Yes,Yes,No,"March 18, 2023",N/A,N/A,N/A,
,"Lucy's Bones, Sacred Stones, & Einstein's Brain",Harvey Rachlin,Anthropology,No,No,English,353,Chicago,No,!,Yes,Yes,No,"July 1, 2019",N/A,N/A,N/A,
,American Born Chinese,Gene Luen Yang,Fiction,No,No,English,231,Boston,No,!,Yes,Yes,No,"May 7, 2021",N/A,N/A,N/A,
,The Neandertal Enigma,James Shreeve,Anthropology,No,No,English,342,Chicago,No,No,No,No,No,"October 17, 2019",N/A,N/A,N/A,
,The Outsiders,S.E. Hinton,Fiction,Yes,Yes,English,180,Chicago,Yes,Yes,Yes,Yes,Yes,"July 1, 2019","July 1, 2019",0,0,
,Brilliant Blunders,Mario Livio,Science,No,Yes,English,271,Chicago,Yes,!,Yes,Yes,No,"July 1, 2019",N/A,N/A,N/A,
2,The Secret Keeper Of Jaipur,Alka Joshi,Historical Fiction,No,Yes,English,353,Boston,Yes,Rec,Yes,Yes,Yes,"March 29, 2023",N/A,N/A,N/A,
7,Teach The Torches To Burn,Caleb Roehrig,Gay Fiction,Yes,Yes,English,370,Boston,Yes,Rec,Yes,Yes,Yes,"August 22, 2023","September 29, 2023",38,0.104109589,
,Master Of Poisons,Andrea Hairston,Gay Fantasy,Yes,Yes,English,507,Boston,Yes,Rec,Yes,Yes,!,"July 13, 2022","January 15, 2023",186,0.5095890411,
1,Gilded,Marissa Meyer,Fantasy,No,Yes,English,500,Boston,Yes,Yes,Yes,Yes,Yes,"July 18, 2022",N/A,N/A,N/A,
,Collapse,Jared Diamond,Anthropology,Yes,Yes,English,525,Boston,Yes,Rec,Yes,Yes,!,"October 17, 2019","November 4, 2022",1114,3.052054795,
,A Beautiful Mind,Sylvia Nasar,Biography,Yes,Yes,English,390,Chicago,Yes,Rec,Yes,Yes,!,"October 17, 2019","December 1, 2019",45,0.1232876712,
,The Bonesetter's Daughter,Amy Tan,Historical Fiction,No,Yes,English,353,Chicago,Yes,Rec,Yes,Yes,!,"May 6, 2022",N/A,N/A,N/A,
,Venom And Vow,Anna-Marie McLemore & Elliott McLemore,Gay Fantasy,No,Yes,English,325,Boston,Yes,Rec,Rec,Yes,Rec,"October 30, 2023",N/A,N/A,N/A,
1,Dial A For Aunties,Jesse Q. Sutanto,Mystery,Yes,Yes,English,295,Boston,Yes!,Yes,Yes,Yes,Yes,"May 6, 2022","May 14, 2023",373,1.021917808,
2,The Interior,Lisa See,Mystery,No,Yes,English,388,Chicago,Yes,Rec,Yes,Yes,Yes,"May 3, 2022",N/A,N/A,N/A,
6,Heaven Official's Blessing Vol 6,Mo Xiang Tong Xiu,Danmei,No,No,English,348,Boston,No,!,Yes,Yes,No,"May 30, 2023",N/A,N/A,N/A,
1,Spice Road,Maiya Ibrahim,Gay Fantasy,No,Yes,English,451,Boston,Yes,Rec,Yes,Yes,Yes,"February 11, 2023",N/A,N/A,N/A,
2,Heart Of The Sun Warrior,Sue Lynn Tan,Fantasy,No,Yes,English,456,Boston,Yes,Yes,Yes,Yes,Yes,"November 15, 2022",N/A,N/A,N/A,
,"The Civil War and Reconstruction Era, 1861-1877",Kenneth L. Kusmer,Civil War,No,No,English,431,Chicago,No,No,No,No,No,"July 28, 2022",N/A,N/A,N/A,
5,The Grandmaster Of Demonic Cultivation Vol 5 Barnes and Noble Special Edition,Mo Xiang Tong Xiu,Danmei,Yes,No,English,425,Boston,No,No,No,No,No,"May 6, 2023","September 14, 2023",131,0.3589041096,
2,A Beautifully Foolish Endeavor,Hank Green,Gay Science Fiction,Yes,Yes,English,449,Boston,Yes,Yes,Yes,Yes,Rec,"December 29, 2023","January 10, 2024",12,0.03287671233,
1,Shanghai Girls,Lisa See,Historical Fiction,No,Yes,English,309,Boston,Yes,Yes,Yes,Yes,Yes,"October 27, 2020",N/A,N/A,N/A,
,A Key to Uncle Tom's Cabin,Harriet Beecher Stowe,Civil War,No,No,English,256,Chicago,No,!,Yes,Yes,No,"November 15, 2019",N/A,N/A,N/A,
,House Of Leaves,Mark Z. Danielewski,Horror,Yes,No,English,662,Chicago,No,!,Yes,Yes,No,"April 7, 2022","May 25, 2022",48,0.1315068493,
,Discovering Human Sexuality,"Simon LeVay, Janice Baldwin, & John Baldwin",Textbook,Yes,No,English,557,Chicago,No,!,Yes,Yes,No,"September 1, 2019","September 1, 2019",0,0,
,The Crooked Path To Abolition,James Oakes,Civil War,Yes,Yes,English,204,Boston,Yes,Rec,Yes,Yes,!,"July 3, 2022","October 31, 2022",120,0.3287671233,
,House and Home Papers,Harriet Beecher Stowe,Civil War,No,No,English,333,Chicago,No,!,Yes,Yes,No,"January 13, 2020",N/A,N/A,N/A,
,Peony In Love,Lisa See,Historical Fiction,Yes,Yes,English,273,Chicago,Yes,Rec,Yes,Yes,!,"January 4, 2021","April 25, 2022",476,1.304109589,
,Brain On Fire,Susannah Cahalan,Memior,No,Yes,English,250,Boston,Yes,Yes,Yes,Yes,Yes,"March 23, 2021",N/A,N/A,N/A,
,Becoming RBG,Debbie Levy,RBG,Yes,No,English,191,Chicago,No,!,Yes,Yes,No,"December 25, 2019","January 8, 2022",745,2.04109589,
,Eat The Buddha,Barbara Demick,China,Yes,Yes,English,325,Chicago,Yes,Rec,Yes,Yes,!,"March 13, 2021","March 22, 2021",9,0.02465753425,
,Native American Almanac,Yvonne Wakim Dennis & Arlene Hirschfelder & Shannon Rothenberger Flynn,Native Americans,No,No,English,605,Chicago,No,!,Yes,Yes,No,"July 1, 2019",N/A,N/A,N/A,
,Only This Beautiful Moment,Abdi Nazemian,Gay Fiction,No,Yes,English,387,Boston,Yes,Rec,Yes,Yes,Rec,"August 4, 2023",N/A,N/A,N/A,
,Jane Eyre,Charlotte Bronte,Classic,Yes,Yes,English,527,Chicago,Yes!,Rec,Yes,Yes,Yes,"February 20, 2020","June 29, 2022",860,2.356164384,
,Grapes Of Wrath,John Steinbeck,Classic,No,Yes,English,581,Chicago,Yes,Rec,Yes,Yes,Yes,"October 17, 2019",N/A,N/A,N/A,
,Professor Stewart's Casebook Of Mathematical Mysteries,Ian Stewart,Math,Yes,No,English,307,Chicago,No,!,Yes,Yes,No,"July 1, 2019",,-43647,-119.5808219,
1,All Systems Red,Martha Wells,Science Fiction,No,Yes,English,149,Boston,Yes,Rec,Yes,Yes,Yes,"March 22, 2023",N/A,N/A,N/A,
,Shout,Laurie Halse Anderson,Poetry,Yes,Yes,English,291,Chicago,Yes,Yes,Yes,Yes,Yes,"January 13, 2020","January 23, 2020",10,0.02739726027,
,Starter Villain,John Scalzi,Science Fiction,No,Yes,English,262,Boston,Yes,No,No,No,No,"December 9, 2023",N/A,N/A,N/A,No
,A Study In Drowning,Ava Reid,Fantasy,No,Yes,English,376,Boston,Yes,Yes,Yes,Yes,Yes,"December 9, 2023",N/A,N/A,N/A,
,The Only Plane In The Sky,Garrett M. Graff,Modern History,Yes,Yes,English,425,Chicago,Yes,Yes,Yes,Yes,!,"January 13, 2020","March 31, 2020",78,0.2136986301,
,Urban Tantra,Barbara Carrellas,Textbook,Yes,No,English,259,Chicago,No,No,No,No,No,"September 1, 2019","September 1, 2019",0,0,
,Archaeology,Colin Renfrew & Paul Bahn,Textbook,Yes,No,English,595,Chicago,No,!,Yes,Yes,No,"September 1, 2020","September 1, 2020",0,0,
,Practical Strategies,Mike Markel & Stuart A. Selber,Textbook,Yes,No,English,446,Chicago,No,!,Yes,Yes,No,"September 1, 2020","September 1, 2020",0,0,
,Mountains Beyond Mountains,Tracy Kidder,Textbook,Yes,Yes,English,333,Chicago,Yes,Rec,Yes,Yes,Yes,"September 1, 2020","September 1, 2020",0,0,
,The Ghost Dance Religion And The Sioux Outbreak Of 1890,James Mooney,Native Americans,No,No,English,331,Chicago,No,No,No,No,No,"September 1, 2021",N/A,N/A,N/A,
,Upstairs And Downstairs,Sarah Warwick,TV and movie,No,No,English,125,Chicago,No,No,No,No,No,"September 1, 2021",N/A,N/A,N/A,
,Testosterone Rex,Cerdelia Fine,Science,Yes,Yes,English,195,Chicago,Yes!,Rec,Rec,Yes,!,"September 1, 2021","February 5, 2024",887,2.430136986,
,Butterfly Swords,Jeannie Lin,Historical Fiction,Yes,Yes,English,282,Chicago,Yes,Rec,Yes,!,!,"September 1, 2021","January 21, 2022",142,0.3890410959,
,Stronger Than A Bronze Dragon,Mary Fan,Fantasy,Yes,Yes,English,372,Chicago,Yes,Rec,Yes,!,!,"September 1, 2021","September 30, 2021",29,0.07945205479,
,The Mushroom At The End Of The World,Anna Lowenhaupt Tsing,Textbook,Yes,No,English,288,Chicago,No,No,No,No,No,"September 1, 2021","September 1, 2021",0,0,
,From The Ruins of Empire,Pankaj Mishra,History,Yes,Yes,English,320,Boston,Yes,Rec,Rec,Yes,!,"September 1, 2021","May 27, 2023",633,1.734246575,
,Beijing Comrades,Bei Tong,Danmei,Yes,No,English,380,Boston,No,!,Yes,Yes,No,"September 1, 2021","February 4, 2022",156,0.4273972603,
,Of Beards And Men,Christopher Oldstone-Moore,History,Yes,No,English,292,Chicago,No,!,Yes,Yes,No,"September 1, 2021","December 21, 2021",111,0.304109589,
,Ordinary Affects,Kathleen Stewart,Textbook,Yes,No,English,129,Chicago,No,!,Yes,Yes,No,"September 1, 2021","September 1, 2021",0,0,
,An Excess Male,Maggie Shen King,Gay Science Fiction,Yes,Yes,English,402,Chicago,Yes,Rec,Yes,Yes,!,"September 1, 2021","April 23, 2022",234,0.6410958904,
,Forensic Anthropology,Natalie R. Langley & MariaTeresa A. Tersigni-Tarrant,Textbook,Yes,No,English,361,Chicago,No,!,Yes,Yes,No,"September 1, 2021","September 1, 2021",0,0,
